ID,出生日期,性别,婚姻状况,学历,用车区域,车辆用途,车辆价值,车辆类别,年平均里程,年平均车速,主要行车时间,出险频率,出险强度
753037176,1987-08-07,男,已婚,本科,城镇,单位,小于10万,MPV,小于5千,80-99,日间,2,1869
883748009,1977-10-27,女,已婚,高中,城镇,单位,10-20万,SUV,1万-1万5,40-59,夜间,1,933
31827166,1973-01-06,男,已婚,硕士,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,1,1829
680782638,1982-06-05,女,已婚,高中,农村,个人,小于10万,SUV,5千-1万,80-99,夜间,2,2161
883604551,1986-05-20,男,已婚,高中以下,城镇,个人,10-20万,MPV,大于2万,80-99,日间,5,406
714473703,1969-01-02,男,未婚,硕士,城镇,个人,30-40万,MPV,1万-1万5,80-99,日间,3,338
213057541,1980-01-29,男,已婚,高中,农村,单位,20-30万,MPV,小于5千,小于40,日间,1,155
885280620,1981-04-26,男,未婚,高中以下,城镇,单位,10-20万,轿车,大于2万,40-59,日间,4,863
931739722,1981-07-15,女,未婚,高中以下,城镇,个人,10-20万,MPV,1万-1万5,80-99,夜间,3,2282
939401184,1983-01-20,女,未婚,高中,城镇,单位,小于10万,跑车,1万-1万5,40-59,夜间,0,0
840809480,1984-06-29,男,已婚,硕士,城镇,个人,10-20万,MPV,大于2万,大于100,夜间,2,10608
800426023,1978-12-02,女,已婚,高中,城镇,个人,10-20万,SUV,5千-1万,60-79,日间,0,0
14827139,1971-02-07,男,已婚,本科,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,1,177
212687745,1977-12-30,女,已婚,硕士,城镇,个人,30-40万,厢式货车,5千-1万,小于40,夜间,0,0
224701093,1985-04-16,男,已婚,高中,农村,个人,10-20万,MPV,1万5-2万,80-99,日间,2,1429
401200262,1976-09-23,男,已婚,本科,城镇,单位,20-30万,卡车,1万-1万5,60-79,日间,3,638
926073051,1979-10-12,男,未婚,本科,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,1,1010
45830738,1986-07-25,女,已婚,高中,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,3,155
997497927,1986-12-06,女,已婚,高中,城镇,个人,10-20万,SUV,1万-1万5,80-99,夜间,4,1219
862203239,1985-10-20,女,未婚,高中以下,城镇,个人,小于10万,跑车,5千-1万,大于100,夜间,2,1214
116102677,1983-11-06,女,已婚,高中以下,城镇,个人,20-30万,轿车,1万-1万5,40-59,日间,1,2074
635101571,1985-02-18,女,未婚,高中以下,城镇,个人,小于10万,SUV,小于5千,40-59,日间,0,0
793404097,1979-01-02,女,已婚,高中以下,城镇,个人,小于10万,跑车,5千-1万,小于40,夜间,0,0
62434528,1979-05-10,女,未婚,硕士,城镇,个人,10-20万,跑车,5千-1万,小于40,夜间,0,0
935079846,1975-09-05,男,未婚,博士,城镇,单位,30-40万,卡车,小于5千,小于40,夜间,0,0
948288985,1977-10-25,女,未婚,本科,城镇,个人,10-20万,MPV,1万5-2万,60-79,日间,0,0
396323054,1977-12-03,女,已婚,博士,城镇,个人,10-20万,SUV,小于5千,40-59,日间,1,1134
299024508,1977-01-01,男,未婚,硕士,城镇,单位,30-40万,卡车,1万-1万5,80-99,夜间,1,2971
39392545,1978-11-08,男,已婚,硕士,城镇,单位,10-20万,轿车,1万-1万5,40-59,日间,1,1304
536604822,1976-07-23,男,已婚,硕士,城镇,单位,20-30万,卡车,5千-1万,40-59,夜间,1,1314
429992959,1966-09-16,女,未婚,博士,城镇,个人,20-30万,SUV,1万-1万5,小于40,日间,0,0
160577728,1979-02-18,女,已婚,本科,城镇,个人,20-30万,MPV,5千-1万,40-59,日间,0,0
108385737,1978-03-07,男,未婚,本科,城镇,个人,小于10万,MPV,1万-1万5,40-59,夜间,2,112
414142186,1967-09-17,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,小于40,夜间,2,1349
421217157,1975-11-24,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,1,231
935010485,1983-02-10,女,已婚,本科,城镇,单位,小于10万,SUV,1万5-2万,小于40,日间,2,967
537840281,1985-08-27,女,未婚,高中以下,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,3,277
748139140,1976-08-13,男,已婚,高中,城镇,单位,小于10万,轿车,小于5千,60-79,日间,1,261
601118153,1981-12-26,女,未婚,本科,城镇,个人,10-20万,SUV,大于2万,60-79,夜间,5,1030
808304017,1975-05-30,女,已婚,硕士,城镇,个人,小于10万,SUV,1万-1万5,60-79,夜间,3,282
803325269,1979-07-24,女,未婚,高中,农村,单位,20-30万,跑车,5千-1万,40-59,日间,1,747
701235200,1974-12-22,女,未婚,博士,农村,个人,20-30万,MPV,1万-1万5,小于40,夜间,2,38
916609661,1988-10-03,女,未婚,高中以下,农村,个人,10-20万,MPV,1万-1万5,小于40,夜间,0,0
469714824,1972-11-03,男,已婚,本科,城镇,个人,10-20万,MPV,1万-1万5,小于40,夜间,1,128
46606719,1983-09-06,男,已婚,高中,农村,单位,10-20万,厢式货车,1万-1万5,40-59,日间,2,64
454040458,1973-04-09,女,已婚,高中,城镇,单位,10-20万,SUV,1万5-2万,40-59,夜间,1,2326
951246359,1973-03-30,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,0,0
389315422,1988-11-28,男,未婚,高中,城镇,个人,10-20万,MPV,5千-1万,大于100,夜间,0,0
180660768,1970-01-20,男,未婚,硕士,城镇,个人,10-20万,轿车,5千-1万,小于40,夜间,1,577
184578161,1971-07-25,女,已婚,硕士,城镇,个人,10-20万,MPV,1万5-2万,小于40,日间,0,0
59798468,1971-09-17,男,已婚,本科,城镇,单位,小于10万,轿车,1万5-2万,40-59,日间,2,49
957817015,1971-11-04,女,已婚,高中,农村,个人,10-20万,SUV,1万5-2万,40-59,日间,1,1280
402443529,1981-12-20,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,小于40,夜间,0,0
298667574,1979-06-26,男,已婚,硕士,城镇,个人,20-30万,MPV,大于2万,小于40,日间,0,0
303462460,1985-05-13,男,未婚,硕士,城镇,个人,10-20万,厢式货车,1万-1万5,80-99,夜间,4,1615
629946797,1985-08-08,女,已婚,高中,城镇,个人,10-20万,SUV,1万5-2万,40-59,夜间,4,869
783473090,1984-01-06,男,已婚,硕士,城镇,个人,10-20万,MPV,1万-1万5,80-99,日间,4,913
8565171,1981-10-13,男,已婚,硕士,城镇,个人,10-20万,MPV,5千-1万,80-99,夜间,2,820
950995873,1977-04-30,男,未婚,硕士,城镇,单位,20-30万,卡车,1万-1万5,小于40,夜间,0,0
867703916,1978-03-08,女,未婚,高中,城镇,个人,10-20万,SUV,小于5千,小于40,日间,0,0
593582812,1980-07-31,男,已婚,本科,城镇,单位,20-30万,卡车,1万5-2万,40-59,日间,2,437
22340563,1983-05-25,男,已婚,高中以下,农村,个人,小于10万,轿车,1万5-2万,小于40,日间,1,1274
679555193,1986-02-16,男,未婚,高中,城镇,单位,10-20万,MPV,1万5-2万,40-59,日间,2,289
161607403,1983-08-01,女,已婚,本科,城镇,单位,10-20万,SUV,1万-1万5,80-99,日间,4,2338
700623278,1980-01-05,女,已婚,硕士,城镇,个人,20-30万,MPV,1万-1万5,60-79,夜间,1,1043
755810990,1976-11-20,女,已婚,本科,城镇,个人,10-20万,SUV,5千-1万,小于40,夜间,2,403
464090162,1979-11-11,女,已婚,本科,城镇,个人,小于10万,SUV,5千-1万,40-59,日间,0,0
170483243,1973-06-06,女,未婚,本科,农村,单位,10-20万,MPV,1万-1万5,小于40,日间,1,46
421316364,1979-10-08,男,未婚,硕士,城镇,单位,30-40万,卡车,小于5千,40-59,夜间,1,169
505563410,1966-01-06,男,已婚,高中以下,城镇,单位,10-20万,SUV,5千-1万,40-59,日间,1,344
813759954,1964-01-21,男,已婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,0,0
37074844,1968-02-24,男,未婚,博士,城镇,单位,小于10万,轿车,5千-1万,60-79,夜间,1,871
130470336,1984-12-08,女,未婚,本科,城镇,个人,20-30万,SUV,5千-1万,80-99,夜间,1,1465
637739719,1973-04-23,男,已婚,高中以下,城镇,单位,小于10万,轿车,1万-1万5,40-59,日间,1,875
427956603,1973-09-11,女,已婚,高中,城镇,个人,10-20万,SUV,小于5千,80-99,夜间,0,0
993272296,1971-07-26,男,已婚,博士,城镇,单位,20-30万,厢式货车,1万5-2万,40-59,夜间,1,1510
880941719,1983-06-08,女,已婚,高中,农村,个人,小于10万,跑车,5千-1万,小于40,日间,0,0
765577228,1971-05-08,女,已婚,硕士,城镇,个人,10-20万,SUV,5千-1万,小于40,日间,1,858
879477038,1976-12-14,男,已婚,本科,城镇,个人,20-30万,厢式货车,大于2万,60-79,日间,7,2658
718294261,1983-09-30,男,已婚,本科,城镇,单位,10-20万,厢式货车,1万-1万5,40-59,日间,1,443
538875785,1977-07-06,男,已婚,本科,城镇,单位,20-30万,卡车,1万-1万5,40-59,日间,2,1389
106556153,1990-03-04,男,未婚,本科,城镇,单位,20-30万,厢式货车,小于5千,40-59,日间,2,77
199037688,1968-09-05,女,已婚,硕士,城镇,个人,20-30万,跑车,1万-1万5,小于40,日间,1,2830
602893924,1981-10-22,女,未婚,硕士,城镇,单位,30-40万,轿车,5千-1万,60-79,日间,1,1147
52095937,1981-06-19,女,已婚,高中,农村,单位,10-20万,跑车,5千-1万,80-99,日间,4,261
351243985,1973-03-06,男,未婚,本科,城镇,个人,10-20万,MPV,1万-1万5,60-79,日间,5,255
838970447,1970-07-29,女,已婚,硕士,城镇,个人,20-30万,轿车,1万5-2万,40-59,夜间,1,93
515204929,1973-01-20,男,已婚,硕士,城镇,个人,10-20万,MPV,5千-1万,40-59,日间,0,0
711833264,1983-04-25,女,已婚,高中以下,城镇,个人,小于10万,SUV,1万-1万5,小于40,日间,2,353
818910510,1981-04-08,男,已婚,高中,城镇,个人,小于10万,轿车,1万-1万5,小于40,日间,1,466
243016778,1983-01-20,女,已婚,本科,城镇,个人,20-30万,SUV,1万5-2万,40-59,日间,2,472
456565450,1975-11-22,男,已婚,本科,城镇,个人,10-20万,轿车,1万5-2万,小于40,夜间,0,0
693628088,1977-01-16,男,已婚,高中,城镇,个人,20-30万,MPV,小于5千,80-99,日间,0,0
735552551,1980-11-19,男,已婚,硕士,城镇,单位,10-20万,厢式货车,小于5千,40-59,日间,0,0
504537312,1975-03-17,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,0,0
82973186,1981-07-05,男,未婚,高中以下,农村,个人,小于10万,MPV,5千-1万,小于40,日间,0,0
568473723,1977-09-26,男,已婚,硕士,城镇,单位,30-40万,卡车,1万-1万5,60-79,日间,8,84
363126949,1988-08-03,女,已婚,高中,农村,个人,20-30万,SUV,1万-1万5,大于100,日间,4,3017
411375726,1979-04-05,女,已婚,硕士,农村,个人,20-30万,MPV,1万-1万5,80-99,日间,1,4403
789568994,1977-06-16,女,未婚,本科,城镇,个人,10-20万,SUV,1万5-2万,40-59,夜间,1,1232
927823143,1975-01-02,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,1,609
453867386,1986-04-11,女,已婚,硕士,城镇,单位,20-30万,厢式货车,1万-1万5,40-59,夜间,2,64
747049542,1985-06-21,女,已婚,高中以下,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,0,0
1307371,1979-08-08,女,已婚,硕士,城镇,单位,10-20万,轿车,1万5-2万,小于40,夜间,1,11
237786417,1979-01-20,女,未婚,本科,城镇,个人,10-20万,SUV,5千-1万,大于100,夜间,0,0
179968769,1966-12-03,女,未婚,博士,城镇,个人,10-20万,SUV,1万5-2万,小于40,日间,0,0
180832267,1980-01-18,男,未婚,高中以下,城镇,单位,小于10万,轿车,大于2万,40-59,夜间,2,1723
328154114,1984-08-20,女,未婚,高中,农村,个人,10-20万,SUV,5千-1万,60-79,夜间,0,0
316724150,1976-12-24,男,已婚,硕士,城镇,个人,10-20万,MPV,大于2万,60-79,日间,6,843
582086109,1974-11-30,男,已婚,高中,城镇,单位,10-20万,厢式货车,1万5-2万,小于40,夜间,1,201
680425927,1974-02-07,男,未婚,高中,城镇,单位,10-20万,轿车,1万5-2万,60-79,夜间,1,1044
541204921,1977-09-08,女,已婚,硕士,农村,个人,20-30万,跑车,1万-1万5,80-99,夜间,3,3845
329922821,1975-02-18,女,已婚,高中,城镇,个人,20-30万,MPV,1万5-2万,40-59,日间,1,1793
271813109,1979-09-18,女,未婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,310
394642738,1982-02-28,女,已婚,高中以下,城镇,单位,10-20万,轿车,小于5千,40-59,夜间,0,0
93412915,1979-07-03,女,已婚,高中,城镇,单位,10-20万,跑车,大于2万,小于40,日间,5,78
531912267,1968-03-13,女,已婚,硕士,城镇,个人,20-30万,SUV,1万-1万5,40-59,夜间,1,650
753941980,1971-03-07,男,未婚,高中以下,农村,个人,小于10万,轿车,5千-1万,40-59,日间,2,1741
116801717,1981-05-21,女,未婚,本科,城镇,个人,小于10万,SUV,5千-1万,小于40,夜间,1,1087
56874449,1982-04-28,女,已婚,本科,城镇,个人,小于10万,跑车,1万-1万5,40-59,夜间,1,381
426760177,1975-12-18,男,已婚,硕士,城镇,个人,10-20万,轿车,1万5-2万,80-99,夜间,4,2981
632192290,1983-10-27,男,已婚,高中,城镇,个人,小于10万,轿车,5千-1万,60-79,夜间,2,1840
293412653,1980-11-08,男,已婚,硕士,城镇,个人,10-20万,轿车,5千-1万,40-59,日间,1,821
285566265,1980-03-05,女,未婚,硕士,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,0,0
461573915,1975-02-04,女,已婚,高中以下,城镇,单位,20-30万,轿车,5千-1万,40-59,日间,1,83
735267214,1984-08-04,女,未婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,812
225215551,1985-05-18,男,未婚,高中,城镇,单位,10-20万,轿车,1万5-2万,小于40,日间,1,573
715988300,1975-09-23,女,已婚,博士,城镇,个人,10-20万,SUV,5千-1万,40-59,日间,1,174
473135731,1973-01-09,男,已婚,高中,城镇,个人,小于10万,MPV,大于2万,40-59,日间,6,1805
754422565,1975-05-14,男,未婚,博士,城镇,个人,20-30万,厢式货车,1万-1万5,80-99,日间,1,9
264474096,1973-08-17,女,未婚,高中以下,城镇,个人,10-20万,SUV,1万-1万5,80-99,夜间,0,0
683378483,1971-05-16,男,已婚,本科,农村,单位,20-30万,卡车,1万-1万5,大于100,日间,0,0
986629118,1981-01-14,女,已婚,高中以下,城镇,个人,小于10万,SUV,5千-1万,40-59,夜间,0,0
925227514,1981-11-23,女,未婚,本科,城镇,个人,10-20万,MPV,大于2万,80-99,夜间,3,2220
437239046,1978-03-16,女,已婚,硕士,城镇,个人,10-20万,SUV,5千-1万,40-59,夜间,3,562
493235037,1955-07-04,男,已婚,本科,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,0,0
503906420,1976-04-03,男,已婚,高中,城镇,单位,小于10万,轿车,小于5千,小于40,日间,3,759
931284804,1983-07-09,男,未婚,高中,农村,个人,10-20万,MPV,大于2万,60-79,日间,2,932
384628643,1981-10-21,女,未婚,高中以下,农村,个人,10-20万,跑车,小于5千,大于100,日间,0,0
919341680,1990-01-12,男,已婚,本科,城镇,单位,小于10万,轿车,小于5千,60-79,日间,1,2102
122722410,1978-10-04,女,未婚,本科,城镇,个人,20-30万,MPV,小于5千,60-79,日间,2,466
138562850,1977-02-05,女,已婚,高中以下,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,4,94
582602737,1980-01-14,女,未婚,博士,城镇,个人,10-20万,跑车,5千-1万,大于100,日间,0,0
349219108,1984-10-19,女,已婚,本科,城镇,个人,10-20万,MPV,小于5千,40-59,日间,0,0
197076194,1978-07-04,女,未婚,高中,农村,单位,30-40万,厢式货车,小于5千,小于40,日间,0,0
751811972,1973-10-23,女,未婚,本科,农村,个人,20-30万,跑车,5千-1万,80-99,夜间,2,102
345771306,1981-09-13,男,未婚,高中,农村,单位,30-40万,卡车,5千-1万,60-79,夜间,3,90
164734443,1984-06-23,女,已婚,高中以下,城镇,个人,10-20万,跑车,1万5-2万,60-79,夜间,2,155
449363369,1971-03-31,女,已婚,本科,城镇,个人,20-30万,SUV,1万-1万5,40-59,日间,2,147
699382604,1973-04-25,女,已婚,高中以下,农村,个人,小于10万,跑车,小于5千,小于40,日间,0,0
270402636,1982-01-06,女,未婚,高中,城镇,个人,小于10万,SUV,大于2万,40-59,日间,2,371
847568213,1983-09-08,女,已婚,本科,农村,个人,10-20万,SUV,小于5千,小于40,日间,0,0
581342206,1978-06-18,男,未婚,高中,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,0,0
586056136,1977-10-16,女,已婚,高中,农村,个人,小于10万,跑车,1万-1万5,40-59,日间,3,173
621465072,1979-02-09,男,已婚,高中以下,城镇,个人,小于10万,MPV,1万5-2万,小于40,日间,0,0
658489952,1972-02-11,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,2,255
830855632,1971-02-17,男,已婚,硕士,城镇,单位,20-30万,卡车,小于5千,小于40,夜间,0,0
159680310,1968-10-20,女,已婚,高中以下,农村,个人,10-20万,跑车,大于2万,大于100,日间,3,239
444239590,1975-07-26,男,未婚,硕士,农村,个人,10-20万,厢式货车,大于2万,小于40,日间,1,1000
34434267,1966-12-20,女,未婚,高中,城镇,个人,10-20万,跑车,5千-1万,60-79,日间,1,387
416505182,1973-09-07,女,已婚,本科,城镇,个人,小于10万,SUV,小于5千,40-59,夜间,1,170
642987359,1973-05-15,男,已婚,高中,城镇,单位,10-20万,MPV,1万5-2万,60-79,日间,3,2089
930929206,1972-07-24,女,已婚,本科,城镇,单位,20-30万,轿车,1万5-2万,小于40,日间,2,44
23391155,1973-02-19,女,已婚,本科,农村,个人,20-30万,MPV,1万5-2万,60-79,夜间,2,1414
922808394,1974-11-03,女,已婚,硕士,城镇,个人,20-30万,SUV,5千-1万,80-99,日间,1,107
391760011,1982-07-01,男,已婚,高中,农村,单位,小于10万,轿车,大于2万,小于40,日间,3,1919
987326546,1982-12-08,女,已婚,硕士,农村,个人,10-20万,MPV,大于2万,60-79,夜间,5,2111
381161377,1980-07-09,男,未婚,高中以下,城镇,单位,10-20万,轿车,1万-1万5,小于40,夜间,0,0
382476479,1987-08-29,女,未婚,高中,城镇,个人,10-20万,跑车,1万5-2万,60-79,夜间,2,471
841940867,1979-06-22,男,已婚,硕士,城镇,单位,小于10万,轿车,5千-1万,40-59,日间,1,102
754620325,1981-05-13,女,未婚,硕士,农村,个人,30-40万,MPV,5千-1万,小于40,夜间,1,1998
112683646,1984-03-29,女,已婚,高中,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,1,55
940500522,1976-11-12,女,已婚,本科,城镇,个人,10-20万,SUV,5千-1万,大于100,日间,0,0
934739805,1975-06-18,女,已婚,高中,城镇,个人,10-20万,SUV,1万5-2万,60-79,日间,4,94
819642529,1977-11-28,女,已婚,硕士,城镇,个人,20-30万,厢式货车,1万-1万5,小于40,日间,0,0
810723697,1977-09-08,男,未婚,高中,城镇,个人,10-20万,MPV,1万-1万5,40-59,日间,2,429
457987162,1981-03-16,女,未婚,本科,农村,个人,20-30万,轿车,1万5-2万,40-59,日间,3,1107
601891328,1978-06-22,女,已婚,高中,农村,单位,小于10万,SUV,1万-1万5,80-99,夜间,2,556
62418137,1973-05-21,女,已婚,高中,城镇,个人,20-30万,轿车,大于2万,60-79,日间,8,2304
312200998,1974-05-24,女,已婚,高中,城镇,个人,20-30万,厢式货车,1万-1万5,60-79,日间,2,240
441643202,1974-08-02,女,已婚,硕士,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,1,276
378763891,1984-10-17,男,未婚,硕士,城镇,单位,大于40万,卡车,5千-1万,小于40,日间,0,0
528728477,1979-12-21,女,未婚,本科,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,2,293
792196051,1979-04-13,女,已婚,高中,城镇,单位,10-20万,MPV,5千-1万,60-79,日间,2,1892
58776285,1973-02-28,女,已婚,高中以下,城镇,个人,10-20万,SUV,1万5-2万,60-79,夜间,5,254
273369457,1981-05-06,男,未婚,硕士,城镇,单位,20-30万,卡车,1万5-2万,40-59,夜间,3,322
321756880,1987-04-22,女,已婚,高中以下,农村,个人,10-20万,SUV,1万-1万5,小于40,日间,1,1
720467228,1986-08-23,女,未婚,高中,城镇,个人,小于10万,SUV,小于5千,小于40,日间,1,207
272574318,1969-11-21,女,未婚,博士,城镇,个人,10-20万,SUV,1万5-2万,40-59,日间,2,698
170341954,1975-08-29,男,已婚,硕士,城镇,单位,小于10万,轿车,1万-1万5,小于40,夜间,0,0
589266751,1975-03-08,女,未婚,硕士,城镇,个人,20-30万,厢式货车,5千-1万,40-59,日间,1,1425
82438997,1977-12-14,男,未婚,高中,城镇,单位,10-20万,MPV,5千-1万,40-59,日间,3,603
290532681,1977-03-06,女,已婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,592
775565803,1977-08-01,男,未婚,高中,城镇,单位,20-30万,厢式货车,5千-1万,40-59,夜间,2,330
406716758,1979-12-28,男,已婚,本科,城镇,单位,20-30万,MPV,1万5-2万,80-99,日间,2,1441
75059545,1981-09-02,女,未婚,本科,城镇,个人,20-30万,跑车,1万-1万5,小于40,日间,1,427
390391019,1976-02-07,女,未婚,博士,城镇,单位,20-30万,轿车,1万-1万5,40-59,日间,0,0
92266258,1982-05-05,男,未婚,高中,农村,单位,10-20万,轿车,1万-1万5,40-59,日间,2,59
968152368,1975-10-22,女,未婚,高中,农村,个人,10-20万,MPV,1万-1万5,60-79,夜间,5,1772
320606745,1978-04-22,女,已婚,高中以下,城镇,个人,小于10万,跑车,小于5千,小于40,日间,0,0
763546349,1984-02-02,女,已婚,硕士,城镇,个人,小于10万,SUV,小于5千,40-59,夜间,0,0
