ID,出生日期,性别,婚姻状况,学历,用车区域,车辆用途,车辆价值,车辆类别,年平均里程,年平均车速,主要行车时间,出险频率,出险强度
528040687,1956/2/7,男,已婚,高中以下,城镇,单位,20-30万,卡车,5千-1万,60-79,日间,2,423
652572577,1950/12/16,女,已婚,硕士,城镇,个人,10-20万,SUV,大于2万,80-99,日间,9,282
410873772,1952/7/24,女,未婚,高中以下,城镇,个人,10-20万,MPV,5千-1万,60-79,日间,0,840
254362485,1955/7/6,女,已婚,高中,城镇,个人,小于10万,SUV,大于2万,40-59,夜间,8,1737
69165559,1953/4/14,男,已婚,本科,城镇,单位,20-30万,卡车,5千-1万,40-59,日间,0,9
201327208,1938/12/14,女,已婚,高中,城镇,单位,10-20万,跑车,1万5-2万,小于40,夜间,0,194
573751437,1965/12/14,女,已婚,本科,农村,个人,10-20万,SUV,1万5-2万,40-59,日间,4,84
483050926,1967/4/17,女,已婚,高中,城镇,个人,10-20万,SUV,1万5-2万,60-79,日间,5,1206
146989842,1955/4/9,男,已婚,本科,城镇,个人,20-30万,MPV,5千-1万,60-79,日间,0,722
742435591,1964/4/5,女,未婚,本科,城镇,个人,10-20万,SUV,1万5-2万,60-79,日间,5,785
915517588,1959/5/6,女,已婚,硕士,农村,个人,10-20万,SUV,5千-1万,小于40,日间,1,30
756785495,1945/5/15,男,已婚,高中以下,城镇,单位,20-30万,卡车,小于5千,小于40,日间,0,97
66662029,1950/2/14,男,已婚,本科,城镇,个人,10-20万,MPV,5千-1万,80-99,夜间,3,128
294816298,1963/8/3,女,未婚,本科,农村,单位,20-30万,MPV,1万5-2万,60-79,日间,2,1342
686791659,1947/5/7,女,已婚,本科,城镇,个人,小于10万,SUV,1万-1万5,小于40,日间,1,238
269341556,1958/9/28,男,未婚,硕士,城镇,单位,20-30万,卡车,小于5千,60-79,日间,1,751
396972296,1960/7/26,男,已婚,本科,城镇,单位,10-20万,厢式货车,1万-1万5,小于40,日间,0,895
364483168,1943/4/9,女,已婚,博士,农村,个人,10-20万,MPV,5千-1万,小于40,日间,1,155
866093378,1950/3/7,女,未婚,博士,城镇,个人,10-20万,MPV,大于2万,60-79,夜间,3,1325
515421877,1961/5/30,女,已婚,高中,农村,个人,10-20万,SUV,小于5千,60-79,日间,2,379
173737852,1956/6/1,女,已婚,硕士,城镇,单位,20-30万,厢式货车,1万-1万5,小于40,日间,3,118
745183922,1949/6/30,女,未婚,博士,城镇,个人,30-40万,跑车,小于5千,小于40,日间,0,41
298271736,1936/11/4,女,已婚,博士,城镇,个人,10-20万,SUV,5千-1万,小于40,日间,0,795
70821537,1947/8/12,女,未婚,高中,农村,单位,小于10万,SUV,1万5-2万,40-59,日间,4,367
258951025,1964/10/24,男,已婚,本科,城镇,单位,小于10万,轿车,5千-1万,小于40,夜间,1,91
807174588,1956/11/16,女,已婚,本科,城镇,个人,20-30万,跑车,小于5千,40-59,日间,0,1148
514538041,1958/10/6,女,未婚,高中,农村,个人,20-30万,MPV,1万5-2万,80-99,夜间,2,2894
25561360,1959/4/8,男,已婚,本科,城镇,单位,20-30万,卡车,小于5千,40-59,日间,0,2
753037176,1968/8/7,男,已婚,本科,城镇,单位,小于10万,MPV,小于5千,80-99,日间,2,1869
883748009,1952/10/27,女,已婚,高中,城镇,单位,10-20万,SUV,1万-1万5,40-59,夜间,1,933
31827166,1946/1/6,男,已婚,硕士,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,1,1829
680782638,1960/6/5,女,已婚,高中,农村,个人,小于10万,SUV,5千-1万,80-99,夜间,2,2161
883604551,1966/5/20,男,已婚,高中以下,城镇,个人,10-20万,MPV,大于2万,80-99,日间,5,406
714473703,1940/1/2,男,未婚,硕士,城镇,个人,30-40万,MPV,1万-1万5,80-99,日间,3,338
213057541,1957/1/29,男,已婚,高中,农村,单位,20-30万,MPV,小于5千,小于40,日间,1,155
885280620,1959/4/26,男,未婚,高中以下,城镇,单位,10-20万,轿车,大于2万,40-59,日间,4,863
931739722,1958/7/15,女,未婚,高中以下,城镇,个人,10-20万,MPV,1万-1万5,80-99,夜间,3,2282
939401184,1962/1/20,女,未婚,高中,城镇,单位,小于10万,跑车,1万-1万5,40-59,夜间,0,104
840809480,1963/6/29,男,已婚,硕士,城镇,个人,10-20万,MPV,大于2万,大于100,夜间,2,10608
800426023,1954/12/2,女,已婚,高中,城镇,个人,10-20万,SUV,5千-1万,60-79,日间,0,1072
14827139,1943/2/7,男,已婚,本科,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,1,177
212687745,1953/12/30,女,已婚,硕士,城镇,个人,30-40万,厢式货车,5千-1万,小于40,夜间,0,94
224701093,1965/4/16,男,已婚,高中,农村,个人,10-20万,MPV,1万5-2万,80-99,日间,2,1429
401200262,1951/9/23,男,已婚,本科,城镇,单位,20-30万,卡车,1万-1万5,60-79,日间,3,638
926073051,1955/10/12,男,未婚,本科,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,1,1010
45830738,1966/7/25,女,已婚,高中,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,3,155
997497927,1966/12/6,女,已婚,高中,城镇,个人,10-20万,SUV,1万-1万5,80-99,夜间,4,1219
862203239,1965/10/20,女,未婚,高中以下,城镇,个人,小于10万,跑车,5千-1万,大于100,夜间,2,1214
116102677,1961/11/6,女,已婚,高中以下,城镇,个人,20-30万,轿车,1万-1万5,40-59,日间,1,2074
635101571,1964/2/18,女,未婚,高中以下,城镇,个人,小于10万,SUV,小于5千,40-59,日间,0,559
793404097,1955/1/2,女,已婚,高中以下,城镇,个人,小于10万,跑车,5千-1万,小于40,夜间,0,490
62434528,1956/5/10,女,未婚,硕士,城镇,个人,10-20万,跑车,5千-1万,小于40,夜间,0,26
935079846,1950/9/5,男,未婚,博士,城镇,单位,30-40万,卡车,小于5千,小于40,夜间,0,195
948288985,1953/10/25,女,未婚,本科,城镇,个人,10-20万,MPV,1万5-2万,60-79,日间,0,2171
396323054,1953/12/3,女,已婚,博士,城镇,个人,10-20万,SUV,小于5千,40-59,日间,1,1134
299024508,1953/1/1,男,未婚,硕士,城镇,单位,30-40万,卡车,1万-1万5,80-99,夜间,1,2971
39392545,1954/11/8,男,已婚,硕士,城镇,单位,10-20万,轿车,1万-1万5,40-59,日间,1,1304
536604822,1951/7/23,男,已婚,硕士,城镇,单位,20-30万,卡车,5千-1万,40-59,夜间,1,1314
429992959,1936/9/16,女,未婚,博士,城镇,个人,20-30万,SUV,1万-1万5,小于40,日间,0,112
160577728,1955/2/18,女,已婚,本科,城镇,个人,20-30万,MPV,5千-1万,40-59,日间,0,727
108385737,1954/3/7,男,未婚,本科,城镇,个人,小于10万,MPV,1万-1万5,40-59,夜间,2,112
414142186,1937/9/17,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,小于40,夜间,2,1349
421217157,1950/11/24,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,1,231
935010485,1962/2/10,女,已婚,本科,城镇,单位,小于10万,SUV,1万5-2万,小于40,日间,2,967
537840281,1964/8/27,女,未婚,高中以下,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,3,277
748139140,1951/8/13,男,已婚,高中,城镇,单位,小于10万,轿车,小于5千,60-79,日间,1,261
601118153,1959/12/26,女,未婚,本科,城镇,个人,10-20万,SUV,大于2万,60-79,夜间,5,1030
808304017,1950/5/30,女,已婚,硕士,城镇,个人,小于10万,SUV,1万-1万5,60-79,夜间,3,282
803325269,1955/7/24,女,未婚,高中,农村,单位,20-30万,跑车,5千-1万,40-59,日间,1,747
701235200,1948/12/22,女,未婚,博士,农村,个人,20-30万,MPV,1万-1万5,小于40,夜间,2,38
916609661,1969/10/3,女,未婚,高中以下,农村,个人,10-20万,MPV,1万-1万5,小于40,夜间,0,642
469714824,1945/11/3,男,已婚,本科,城镇,个人,10-20万,MPV,1万-1万5,小于40,夜间,1,128
46606719,1961/9/6,男,已婚,高中,农村,单位,10-20万,厢式货车,1万-1万5,40-59,日间,2,64
454040458,1946/4/9,女,已婚,高中,城镇,单位,10-20万,SUV,1万5-2万,40-59,夜间,1,2326
951246359,1946/3/30,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,0,928
389315422,1969/11/28,男,未婚,高中,城镇,个人,10-20万,MPV,5千-1万,大于100,夜间,0,2185
180660768,1941/1/20,男,未婚,硕士,城镇,个人,10-20万,轿车,5千-1万,小于40,夜间,1,577
184578161,1944/7/25,女,已婚,硕士,城镇,个人,10-20万,MPV,1万5-2万,小于40,日间,0,329
59798468,1944/9/17,男,已婚,本科,城镇,单位,小于10万,轿车,1万5-2万,40-59,日间,2,49
957817015,1943/11/4,女,已婚,高中,农村,个人,10-20万,SUV,1万5-2万,40-59,日间,1,1280
402443529,1959/12/20,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,小于40,夜间,0,542
298667574,1955/6/26,男,已婚,硕士,城镇,个人,20-30万,MPV,大于2万,小于40,日间,0,278
303462460,1965/5/13,男,未婚,硕士,城镇,个人,10-20万,厢式货车,1万-1万5,80-99,夜间,4,1615
629946797,1965/8/8,女,已婚,高中,城镇,个人,10-20万,SUV,1万5-2万,40-59,夜间,4,869
783473090,1963/1/6,男,已婚,硕士,城镇,个人,10-20万,MPV,1万-1万5,80-99,日间,4,913
8565171,1958/10/13,男,已婚,硕士,城镇,个人,10-20万,MPV,5千-1万,80-99,夜间,2,820
950995873,1953/4/30,男,未婚,硕士,城镇,单位,20-30万,卡车,1万-1万5,小于40,夜间,0,52
867703916,1954/3/8,女,未婚,高中,城镇,个人,10-20万,SUV,小于5千,小于40,日间,0,176
593582812,1957/7/31,男,已婚,本科,城镇,单位,20-30万,卡车,1万5-2万,40-59,日间,2,437
22340563,1961/5/25,男,已婚,高中以下,农村,个人,小于10万,轿车,1万5-2万,小于40,日间,1,1274
679555193,1966/2/16,男,未婚,高中,城镇,单位,10-20万,MPV,1万5-2万,40-59,日间,2,289
161607403,1962/8/1,女,已婚,本科,城镇,单位,10-20万,SUV,1万-1万5,80-99,日间,4,2338
700623278,1957/1/5,女,已婚,硕士,城镇,个人,20-30万,MPV,1万-1万5,60-79,夜间,1,1043
755810990,1951/11/20,女,已婚,本科,城镇,个人,10-20万,SUV,5千-1万,小于40,夜间,2,403
464090162,1956/11/11,女,已婚,本科,城镇,个人,小于10万,SUV,5千-1万,40-59,日间,0,814
170483243,1947/6/6,女,未婚,本科,农村,单位,10-20万,MPV,1万-1万5,小于40,日间,1,46
421316364,1956/10/8,男,未婚,硕士,城镇,单位,30-40万,卡车,小于5千,40-59,夜间,1,169
505563410,1935/1/6,男,已婚,高中以下,城镇,单位,10-20万,SUV,5千-1万,40-59,日间,1,344
813759954,1933/1/21,男,已婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,0,482
37074844,1939/2/24,男,未婚,博士,城镇,单位,小于10万,轿车,5千-1万,60-79,夜间,1,871
130470336,1963/12/8,女,未婚,本科,城镇,个人,20-30万,SUV,5千-1万,80-99,夜间,1,1465
637739719,1947/4/23,男,已婚,高中以下,城镇,单位,小于10万,轿车,1万-1万5,40-59,日间,1,875
427956603,1947/9/11,女,已婚,高中,城镇,个人,10-20万,SUV,小于5千,80-99,夜间,0,6676
993272296,1943/7/26,男,已婚,博士,城镇,单位,20-30万,厢式货车,1万5-2万,40-59,夜间,1,1510
880941719,1961/6/8,女,已婚,高中,农村,个人,小于10万,跑车,5千-1万,小于40,日间,0,329
765577228,1944/5/8,女,已婚,硕士,城镇,个人,10-20万,SUV,5千-1万,小于40,日间,1,858
879477038,1951/12/14,男,已婚,本科,城镇,个人,20-30万,厢式货车,大于2万,60-79,日间,7,2658
718294261,1962/9/30,男,已婚,本科,城镇,单位,10-20万,厢式货车,1万-1万5,40-59,日间,1,443
538875785,1952/7/6,男,已婚,本科,城镇,单位,20-30万,卡车,1万-1万5,40-59,日间,2,1389
106556153,1873-03-04,男,未婚,本科,城镇,单位,20-30万,厢式货车,小于5千,40-59,日间,2,77
199037688,1938/9/5,女,已婚,硕士,城镇,个人,20-30万,跑车,1万-1万5,小于40,日间,1,2830
602893924,1958/10/22,女,未婚,硕士,城镇,单位,30-40万,轿车,5千-1万,60-79,日间,1,1147
52095937,1959/6/19,女,已婚,高中,农村,单位,10-20万,跑车,5千-1万,80-99,日间,4,261
351243985,1947/3/6,男,未婚,本科,城镇,个人,10-20万,MPV,1万-1万5,60-79,日间,5,255
838970447,1941/7/29,女,已婚,硕士,城镇,个人,20-30万,轿车,1万5-2万,40-59,夜间,1,93
515204929,1947/1/20,男,已婚,硕士,城镇,个人,10-20万,MPV,5千-1万,40-59,日间,0,298
711833264,1961/4/25,女,已婚,高中以下,城镇,个人,小于10万,SUV,1万-1万5,小于40,日间,2,353
818910510,1958/4/8,男,已婚,高中,城镇,个人,小于10万,轿车,1万-1万5,小于40,日间,1,466
243016778,1962/1/20,女,已婚,本科,城镇,个人,20-30万,SUV,1万5-2万,40-59,日间,2,472
456565450,1950/11/22,男,已婚,本科,城镇,个人,10-20万,轿车,1万5-2万,小于40,夜间,0,886
693628088,1952/1/16,男,已婚,高中,城镇,个人,20-30万,MPV,小于5千,80-99,日间,0,1467
735552551,1957/11/19,男,已婚,硕士,城镇,单位,10-20万,厢式货车,小于5千,40-59,日间,0,999
504537312,1950/3/17,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,0,343
82973186,1958/7/5,男,未婚,高中以下,农村,个人,小于10万,MPV,5千-1万,小于40,日间,0,302
568473723,1952/9/26,男,已婚,硕士,城镇,单位,30-40万,卡车,1万-1万5,60-79,日间,8,84
363126949,1969/8/3,女,已婚,高中,农村,个人,20-30万,SUV,1万-1万5,大于100,日间,4,3017
411375726,1955/4/5,女,已婚,硕士,农村,个人,20-30万,MPV,1万-1万5,80-99,日间,1,4403
789568994,1953/6/16,女,未婚,本科,城镇,个人,10-20万,SUV,1万5-2万,40-59,夜间,1,1232
927823143,1950/1/2,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,1,609
453867386,1966/4/11,女,已婚,硕士,城镇,单位,20-30万,厢式货车,1万-1万5,40-59,夜间,2,64
747049542,1965/6/21,女,已婚,高中以下,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,0,1929
1307371,1955/8/8,女,已婚,硕士,城镇,单位,10-20万,轿车,1万5-2万,小于40,夜间,1,11
237786417,1956/1/20,女,未婚,本科,城镇,个人,10-20万,SUV,5千-1万,大于100,夜间,0,8225
179968769,1936/12/3,女,未婚,博士,城镇,个人,10-20万,SUV,1万5-2万,小于40,日间,0,466
180832267,1957/1/18,男,未婚,高中以下,城镇,单位,小于10万,轿车,大于2万,40-59,夜间,2,1723
328154114,1963/8/20,女,未婚,高中,农村,个人,10-20万,SUV,5千-1万,60-79,夜间,0,486
316724150,1951/12/24,男,已婚,硕士,城镇,个人,10-20万,MPV,大于2万,60-79,日间,6,843
582086109,1948/11/30,男,已婚,高中,城镇,单位,10-20万,厢式货车,1万5-2万,小于40,夜间,1,201
680425927,1948/2/7,男,未婚,高中,城镇,单位,10-20万,轿车,1万5-2万,60-79,夜间,1,1044
541204921,1953/9/8,女,已婚,硕士,农村,个人,20-30万,跑车,1万-1万5,80-99,夜间,3,3845
329922821,1949/2/18,女,已婚,高中,城镇,个人,20-30万,MPV,1万5-2万,40-59,日间,1,1793
271813109,1956/9/18,女,未婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,310
394642738,1960/2/28,女,已婚,高中以下,城镇,单位,10-20万,轿车,小于5千,40-59,夜间,0,253
93412915,1956/7/3,女,已婚,高中,城镇,单位,10-20万,跑车,大于2万,小于40,日间,5,78
531912267,1939/3/13,女,已婚,硕士,城镇,个人,20-30万,SUV,1万-1万5,40-59,夜间,1,650
753941980,1944/3/7,男,未婚,高中以下,农村,个人,小于10万,轿车,5千-1万,40-59,日间,2,1741
116801717,1959/5/21,女,未婚,本科,城镇,个人,小于10万,SUV,5千-1万,小于40,夜间,1,1087
56874449,1960/4/28,女,已婚,本科,城镇,个人,小于10万,跑车,1万-1万5,40-59,夜间,1,381
426760177,1949/12/18,男,已婚,硕士,城镇,个人,10-20万,轿车,1万5-2万,80-99,夜间,4,2981
632192290,1961/10/27,男,已婚,高中,城镇,个人,小于10万,轿车,5千-1万,60-79,夜间,2,1840
293412653,1957/11/8,男,已婚,硕士,城镇,个人,10-20万,轿车,5千-1万,40-59,日间,1,821
285566265,1957/3/5,女,未婚,硕士,城镇,个人,20-30万,MPV,1万-1万5,小于40,日间,0,1373
461573915,1950/2/4,女,已婚,高中以下,城镇,单位,20-30万,轿车,5千-1万,40-59,日间,1,83
735267214,1963/8/4,女,未婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,812
225215551,1965/5/18,男,未婚,高中,城镇,单位,10-20万,轿车,1万5-2万,小于40,日间,1,573
715988300,1950/9/23,女,已婚,博士,城镇,个人,10-20万,SUV,5千-1万,40-59,日间,1,174
473135731,1947/1/9,男,已婚,高中,城镇,个人,小于10万,MPV,大于2万,40-59,日间,6,1805
754422565,1949/5/14,男,未婚,博士,城镇,个人,20-30万,厢式货车,1万-1万5,80-99,日间,1,9
264474096,1946/8/17,女,未婚,高中以下,城镇,个人,10-20万,SUV,1万-1万5,80-99,夜间,0,1066
683378483,1944/5/16,男,已婚,本科,农村,单位,20-30万,卡车,1万-1万5,大于100,日间,0,5374
986629118,1959/1/14,女,已婚,高中以下,城镇,个人,小于10万,SUV,5千-1万,40-59,夜间,0,3737
925227514,1958/11/23,女,未婚,本科,城镇,个人,10-20万,MPV,大于2万,80-99,夜间,3,2220
437239046,1954/3/16,女,已婚,硕士,城镇,个人,10-20万,SUV,5千-1万,40-59,夜间,3,562
493235037,1919/7/4,男,已婚,本科,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,0,368
503906420,1951/4/3,男,已婚,高中,城镇,单位,小于10万,轿车,小于5千,小于40,日间,3,759
931284804,1962/7/9,男,未婚,高中,农村,个人,10-20万,MPV,大于2万,60-79,日间,2,932
384628643,1959/10/21,女,未婚,高中以下,农村,个人,10-20万,跑车,小于5千,大于100,日间,0,211
919341680,1873-01-12,男,已婚,本科,城镇,单位,小于10万,轿车,小于5千,60-79,日间,1,2102
122722410,1954/10/4,女,未婚,本科,城镇,个人,20-30万,MPV,小于5千,60-79,日间,2,466
138562850,1953/2/5,女,已婚,高中以下,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,4,94
582602737,1957/1/14,女,未婚,博士,城镇,个人,10-20万,跑车,5千-1万,大于100,日间,0,1676
349219108,1963/10/19,女,已婚,本科,城镇,个人,10-20万,MPV,小于5千,40-59,日间,0,393
197076194,1954/7/4,女,未婚,高中,农村,单位,30-40万,厢式货车,小于5千,小于40,日间,0,492
751811972,1947/10/23,女,未婚,本科,农村,个人,20-30万,跑车,5千-1万,80-99,夜间,2,102
345771306,1958/9/13,男,未婚,高中,农村,单位,30-40万,卡车,5千-1万,60-79,夜间,3,90
164734443,1963/6/23,女,已婚,高中以下,城镇,个人,10-20万,跑车,1万5-2万,60-79,夜间,2,155
449363369,1943/3/31,女,已婚,本科,城镇,个人,20-30万,SUV,1万-1万5,40-59,日间,2,147
699382604,1946/4/25,女,已婚,高中以下,农村,个人,小于10万,跑车,小于5千,小于40,日间,0,122
270402636,1960/1/6,女,未婚,高中,城镇,个人,小于10万,SUV,大于2万,40-59,日间,2,371
847568213,1961/9/8,女,已婚,本科,农村,个人,10-20万,SUV,小于5千,小于40,日间,0,314
581342206,1954/6/18,男,未婚,高中,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,0,196
586056136,1953/10/16,女,已婚,高中,农村,个人,小于10万,跑车,1万-1万5,40-59,日间,3,173
621465072,1956/2/9,男,已婚,高中以下,城镇,个人,小于10万,MPV,1万5-2万,小于40,日间,0,53
658489952,1945/2/11,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,小于40,日间,2,255
830855632,1944/2/17,男,已婚,硕士,城镇,单位,20-30万,卡车,小于5千,小于40,夜间,0,160
159680310,1938/10/20,女,已婚,高中以下,农村,个人,10-20万,跑车,大于2万,大于100,日间,3,239
444239590,1949/7/26,男,未婚,硕士,农村,个人,10-20万,厢式货车,大于2万,小于40,日间,1,1000
34434267,1936/12/20,女,未婚,高中,城镇,个人,10-20万,跑车,5千-1万,60-79,日间,1,387
416505182,1946/9/7,女,已婚,本科,城镇,个人,小于10万,SUV,小于5千,40-59,夜间,1,170
642987359,1947/5/15,男,已婚,高中,城镇,单位,10-20万,MPV,1万5-2万,60-79,日间,3,2089
930929206,1945/7/24,女,已婚,本科,城镇,单位,20-30万,轿车,1万5-2万,小于40,日间,2,44
23391155,1946/2/19,女,已婚,本科,农村,个人,20-30万,MPV,1万5-2万,60-79,夜间,2,1414
922808394,1948/11/3,女,已婚,硕士,城镇,个人,20-30万,SUV,5千-1万,80-99,日间,1,107
391760011,1960/7/1,男,已婚,高中,农村,单位,小于10万,轿车,大于2万,小于40,日间,3,1919
987326546,1960/12/8,女,已婚,硕士,农村,个人,10-20万,MPV,大于2万,60-79,夜间,5,2111
381161377,1957/7/9,男,未婚,高中以下,城镇,单位,10-20万,轿车,1万-1万5,小于40,夜间,0,387
382476479,1968/8/29,女,未婚,高中,城镇,个人,10-20万,跑车,1万5-2万,60-79,夜间,2,471
841940867,1955/6/22,男,已婚,硕士,城镇,单位,小于10万,轿车,5千-1万,40-59,日间,1,102
754620325,1958/5/13,女,未婚,硕士,农村,个人,30-40万,MPV,5千-1万,小于40,夜间,1,1998
112683646,1963/3/29,女,已婚,高中,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,1,55
940500522,1951/11/12,女,已婚,本科,城镇,个人,10-20万,SUV,5千-1万,大于100,日间,0,123
934739805,1950/6/18,女,已婚,高中,城镇,个人,10-20万,SUV,1万5-2万,60-79,日间,4,94
819642529,1953/11/28,女,已婚,硕士,城镇,个人,20-30万,厢式货车,1万-1万5,小于40,日间,0,32
810723697,1952/9/8,男,未婚,高中,城镇,个人,10-20万,MPV,1万-1万5,40-59,日间,2,429
457987162,1958/3/16,女,未婚,本科,农村,个人,20-30万,轿车,1万5-2万,40-59,日间,3,1107
601891328,1954/6/22,女,已婚,高中,农村,单位,小于10万,SUV,1万-1万5,80-99,夜间,2,556
62418137,1946/5/21,女,已婚,高中,城镇,个人,20-30万,轿车,大于2万,60-79,日间,8,2304
312200998,1948/5/24,女,已婚,高中,城镇,个人,20-30万,厢式货车,1万-1万5,60-79,日间,2,240
441643202,1948/8/2,女,已婚,硕士,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,1,276
378763891,1963/10/17,男,未婚,硕士,城镇,单位,大于40万,卡车,5千-1万,小于40,日间,0,595
528728477,1955/12/21,女,未婚,本科,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,2,293
792196051,1956/4/13,女,已婚,高中,城镇,单位,10-20万,MPV,5千-1万,60-79,日间,2,1892
58776285,1946/2/28,女,已婚,高中以下,城镇,个人,10-20万,SUV,1万5-2万,60-79,夜间,5,254
273369457,1959/5/6,男,未婚,硕士,城镇,单位,20-30万,卡车,1万5-2万,40-59,夜间,3,322
321756880,1968/4/22,女,已婚,高中以下,农村,个人,10-20万,SUV,1万-1万5,小于40,日间,1,1
720467228,1967/8/23,女,未婚,高中,城镇,个人,小于10万,SUV,小于5千,小于40,日间,1,207
272574318,1940/11/21,女,未婚,博士,城镇,个人,10-20万,SUV,1万5-2万,40-59,日间,2,698
170341954,1950/8/29,男,已婚,硕士,城镇,单位,小于10万,轿车,1万-1万5,小于40,夜间,0,55
589266751,1949/3/8,女,未婚,硕士,城镇,个人,20-30万,厢式货车,5千-1万,40-59,日间,1,1425
82438997,1953/12/14,男,未婚,高中,城镇,单位,10-20万,MPV,5千-1万,40-59,日间,3,603
290532681,1953/3/6,女,已婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,592
775565803,1952/8/1,男,未婚,高中,城镇,单位,20-30万,厢式货车,5千-1万,40-59,夜间,2,330
406716758,1955/12/28,男,已婚,本科,城镇,单位,20-30万,MPV,1万5-2万,80-99,日间,2,1441
75059545,1958/9/2,女,未婚,本科,城镇,个人,20-30万,跑车,1万-1万5,小于40,日间,1,427
390391019,1951/2/7,女,未婚,博士,城镇,单位,20-30万,轿车,1万-1万5,40-59,日间,0,1142
92266258,1960/5/5,男,未婚,高中,农村,单位,10-20万,轿车,1万-1万5,40-59,日间,2,59
968152368,1950/10/22,女,未婚,高中,农村,个人,10-20万,MPV,1万-1万5,60-79,夜间,5,1772
320606745,1954/4/22,女,已婚,高中以下,城镇,个人,小于10万,跑车,小于5千,小于40,日间,0,482
763546349,1963/2/2,女,已婚,硕士,城镇,个人,小于10万,SUV,小于5千,40-59,夜间,0,149
