ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,PARENT1,MSTATUS,GENDER,URBANICITY,TRAVTIME,CAR_USE,BLUEBOOK,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,EDUCATION_<High School,EDUCATION_High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,OCCUPATION_Blue Collar,OCCUPATION_Clerical,OCCUPATION_Doctor,OCCUPATION_Home Maker,OCCUPATION_Lawyer,OCCUPATION_Manager,OCCUPATION_Professional,OCCUPATION_Student,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_SUV,CAR_TYPE_Sports Car,CAR_TYPE_Van,CLAIM_FLAG,CLM_AMT
14827139,0,56.0,0,16.0,0,1,1,1,30,0,21770.0,0.0,0,0,0,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
212687745,1,45.0,1,14.0,0,1,0,1,50,0,32340.0,27877.0,2,1,0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2117.0
224701093,0,34.0,3,12.0,0,1,1,0,26,0,14690.0,0.0,0,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1230.0
45830738,0,33.0,4,12.0,0,1,0,1,46,0,6880.0,7896.0,3,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,866.0
997497927,0,32.0,3,14.0,0,1,0,1,20,0,10040.0,0.0,0,1,0,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
862203239,0,34.0,0,8.0,0,0,0,1,13,0,2920.0,24767.0,3,1,2,10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7786.0
116102677,1,38.0,4,12.0,0,1,0,1,35,0,22690.0,0.0,0,0,2,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
62434528,2,43.0,3,11.0,1,0,0,1,29,0,19510.0,8890.0,3,0,0,15.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4148.0
948288985,0,46.0,0,10.0,0,0,0,1,13,0,14050.0,0.0,0,1,2,11.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
396323054,0,45.0,1,11.0,0,1,0,1,28,0,10250.0,4307.0,3,0,6,20.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
429992959,0,63.0,0,9.0,0,0,0,1,11,0,27600.0,0.0,0,0,0,18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
160577728,0,44.0,0,9.0,0,1,0,1,9,0,23640.0,0.0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
108385737,1,45.0,2,11.0,1,0,1,1,25,0,1500.0,0.0,0,0,2,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2371.0
414142186,0,62.0,0,15.0,0,1,0,1,57,0,9170.0,42342.0,2,1,2,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4178.0
748139140,0,48.0,0,12.0,0,1,1,1,14,1,9640.0,1212.0,1,0,4,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1354.0
601118153,0,39.0,0,11.0,0,0,0,1,27,0,10850.0,8350.0,1,0,2,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
808304017,0,49.0,0,0.0,0,1,0,1,42,0,6400.0,9115.0,1,0,6,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
803325269,0,44.0,2,15.0,1,0,0,0,35,1,22050.0,0.0,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
701235200,0,50.0,0,13.0,0,0,0,0,42,0,22830.0,0.0,0,0,0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
916609661,0,30.0,1,10.0,1,0,0,0,50,0,12380.0,0.0,0,0,0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
46606719,0,38.0,0,0.0,0,1,1,0,41,1,17470.0,3157.0,2,0,5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
454040458,0,53.0,0,6.0,0,1,0,1,32,1,13140.0,0.0,0,0,4,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2425.0
951246359,0,53.0,0,13.0,0,0,0,1,21,0,15360.0,0.0,0,0,0,8.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
389315422,0,29.0,1,10.0,1,0,1,1,15,0,15160.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
184578161,0,55.0,0,7.0,0,1,0,1,5,0,19380.0,0.0,0,0,0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
402443529,0,39.0,2,0.0,0,1,0,1,36,0,8750.0,0.0,0,0,0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
298667574,2,44.0,2,13.0,0,1,1,1,28,0,21790.0,0.0,0,0,2,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
303462460,0,34.0,0,11.0,0,0,1,1,36,0,18110.0,759.0,2,0,3,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
629946797,0,34.0,3,0.0,0,1,0,1,25,0,11740.0,1800.0,2,0,2,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5711.0
783473090,0,36.0,0,11.0,0,1,1,1,24,0,13800.0,31695.0,3,1,4,17.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
8565171,0,41.0,0,10.0,0,1,1,1,59,0,12230.0,0.0,0,0,1,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13105.0
867703916,0,45.0,0,12.0,0,0,0,1,33,0,13770.0,0.0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
593582812,0,42.0,0,9.0,0,1,1,1,18,1,23390.0,0.0,0,0,0,14.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
22340563,1,38.0,3,16.0,0,1,1,0,26,0,8080.0,0.0,0,0,0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
679555193,0,33.0,4,0.0,1,0,1,1,14,1,15090.0,1631.0,1,0,2,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7838.0
700623278,1,42.0,1,9.0,0,1,0,1,63,0,21690.0,0.0,0,0,2,14.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
755810990,0,47.0,0,11.0,0,1,0,1,50,0,12840.0,1533.0,2,0,0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5125.0
464090162,0,43.0,1,0.0,0,1,0,1,26,0,8350.0,0.0,0,0,3,7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
170483243,0,52.0,0,9.0,0,0,0,0,36,1,15120.0,0.0,0,0,3,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
421316364,0,43.0,0,11.0,0,0,1,1,8,1,30150.0,12294.0,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
505563410,0,64.0,0,15.0,0,1,1,1,23,1,14620.0,3994.0,2,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5085.0
813759954,0,66.0,1,17.0,0,1,1,1,23,0,11180.0,0.0,0,0,0,16.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
130470336,2,35.0,4,6.0,1,0,0,1,27,0,20450.0,4645.0,1,0,3,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
637739719,0,52.0,0,7.0,0,1,1,1,33,1,7900.0,8882.0,3,0,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2143.0
427956603,0,52.0,0,11.0,0,1,0,1,23,0,13150.0,0.0,0,0,2,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
765577228,0,55.0,0,15.0,0,1,0,1,18,0,12320.0,0.0,0,1,0,15.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
106556153,0,26.0,0,8.0,0,0,1,1,28,1,20920.0,6224.0,1,0,1,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4028.0
199037688,1,61.0,2,17.0,0,1,0,1,35,0,20870.0,0.0,0,0,0,21.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
602893924,0,41.0,1,8.0,1,0,0,1,34,1,32690.0,0.0,0,0,2,18.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2114.0
52095937,3,40.0,3,9.0,0,1,0,0,53,1,13050.0,0.0,0,1,0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
351243985,0,52.0,0,16.0,0,0,1,1,44,0,19540.0,0.0,0,1,0,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
838970447,0,58.0,1,8.0,0,1,0,1,21,0,24240.0,0.0,0,0,0,17.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
515204929,0,52.0,0,8.0,0,1,1,1,14,0,13630.0,0.0,0,0,4,17.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
711833264,1,38.0,1,12.0,0,1,0,1,36,0,5260.0,867.0,2,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8671.0
818910510,0,41.0,2,15.0,0,1,1,1,10,0,7930.0,0.0,0,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6287.0
243016778,0,37.0,0,16.0,0,1,0,1,29,0,23640.0,0.0,0,0,0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
456565450,0,48.0,0,10.0,0,1,1,1,24,0,11220.0,0.0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
693628088,0,47.0,0,12.0,0,1,1,1,26,0,25100.0,9526.0,4,0,3,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
504537312,0,49.0,0,12.0,0,0,0,1,5,0,12360.0,0.0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
82973186,0,41.0,0,6.0,0,0,1,0,5,0,7500.0,0.0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
789568994,0,46.0,0,10.0,0,0,0,1,40,0,16080.0,0.0,0,0,0,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
927823143,0,49.0,0,6.0,0,0,0,1,37,0,18160.0,0.0,0,0,4,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
179968769,0,62.0,0,6.0,0,0,0,1,54,0,18470.0,0.0,0,0,0,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
328154114,0,36.0,2,12.0,1,0,0,0,38,0,11160.0,0.0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
316724150,0,47.0,0,11.0,0,1,1,1,24,0,12800.0,0.0,0,0,0,14.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
680425927,0,51.0,0,9.0,0,0,1,1,32,1,11620.0,50701.0,3,1,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
541204921,0,46.0,0,8.0,0,1,0,0,43,0,20240.0,0.0,0,0,0,16.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
329922821,0,50.0,0,14.0,0,1,0,1,60,0,20010.0,4179.0,2,0,4,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
271813109,0,43.0,2,15.0,1,0,0,1,35,0,13130.0,3622.0,3,0,4,20.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6158.0
394642738,1,39.0,1,16.0,0,1,0,1,28,1,15760.0,1738.0,2,1,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4887.0
93412915,0,43.0,3,14.0,0,1,0,1,50,1,14530.0,6891.0,2,0,5,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
531912267,0,60.0,3,18.0,0,1,0,1,40,0,20350.0,0.0,0,0,0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5147.0
753941980,0,55.0,0,0.0,0,0,1,0,33,0,7000.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
116801717,0,40.0,0,10.0,0,0,0,1,36,0,5500.0,6803.0,2,0,6,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
56874449,0,39.0,0,6.0,0,1,0,1,49,0,9570.0,0.0,0,0,1,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
632192290,0,38.0,0,14.0,0,1,1,1,29,0,8490.0,0.0,0,0,1,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
293412653,0,42.0,0,12.0,0,1,1,1,31,0,11940.0,974.0,2,0,6,18.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
285566265,0,42.0,0,10.0,0,0,0,1,16,0,24930.0,0.0,0,0,3,14.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
461573915,0,49.0,0,8.0,0,1,0,1,24,1,21990.0,0.0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
735267214,1,36.0,1,12.0,1,0,0,1,26,0,10170.0,5877.0,3,0,7,14.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
225215551,0,34.0,1,10.0,1,0,1,1,35,1,12180.0,0.0,0,0,0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
715988300,0,49.0,0,0.0,0,1,0,1,29,0,18110.0,0.0,0,0,1,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
473135731,0,52.0,0,12.0,0,1,1,1,39,0,6040.0,0.0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
683378483,0,55.0,0,14.0,0,1,1,0,45,1,27890.0,0.0,0,0,0,14.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
986629118,1,40.0,2,12.0,0,1,0,1,30,0,9740.0,2235.0,1,0,8,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
925227514,0,40.0,4,15.0,1,0,0,1,21,0,18120.0,0.0,0,0,0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
437239046,0,45.0,2,12.0,0,1,0,1,21,0,12490.0,0.0,0,0,0,10.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
493235037,0,80.0,2,23.0,0,1,1,1,14,0,15920.0,0.0,0,0,2,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
503906420,0,48.0,0,10.0,0,1,1,1,48,1,8460.0,7437.0,2,0,6,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
384628643,0,40.0,0,11.0,0,0,0,0,52,0,10500.0,0.0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
919341680,0,26.0,3,9.0,0,1,1,1,37,1,7690.0,0.0,0,0,2,16.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2214.0
122722410,0,45.0,0,11.0,0,0,0,1,31,0,24260.0,0.0,0,0,0,18.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
138562850,0,46.0,0,7.0,0,1,0,1,43,0,15080.0,0.0,0,1,4,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
582602737,0,42.0,0,12.0,0,0,0,1,45,0,13160.0,0.0,0,0,0,17.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6087.0
349219108,0,36.0,0,7.0,0,1,0,1,55,0,14960.0,7650.0,3,0,5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
197076194,0,45.0,3,15.0,1,0,0,0,9,1,34510.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0
