SK_ID_CURR,TARGET,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_CREDIT,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
146126,0,Y,Y,494550.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
333121,0,Y,N,199152.0,1,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,3.0
327605,0,N,N,808650.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
422646,1,Y,Y,601470.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
116417,1,N,Y,781920.0,1,1,0,1,0,0,,,,,,
147719,0,Y,Y,1024740.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,2.0
254558,0,N,Y,675000.0,1,0,0,1,1,0,0.0,0.0,0.0,2.0,0.0,0.0
209553,0,N,N,1486723.5,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,4.0
273723,0,N,N,339241.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
149562,0,N,Y,1191825.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
411747,0,Y,N,781920.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,4.0
213798,0,N,Y,720000.0,1,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,1.0
312631,0,N,N,601474.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
219497,0,Y,Y,1300500.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
288676,0,Y,Y,553806.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0
409948,0,Y,Y,267102.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0
418257,0,N,Y,265851.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
280461,0,Y,Y,601470.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,1.0
201428,0,N,Y,543735.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0
113646,0,N,N,270000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
210772,0,N,N,512338.5,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4.0
207923,0,N,Y,202500.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
436950,0,N,Y,781920.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4.0
252829,0,N,Y,152820.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
304424,0,N,Y,1066320.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,3.0
291820,0,N,N,1575000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
328937,0,N,N,309420.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0
309220,0,Y,Y,593010.0,1,1,0,1,0,0,,,,,,
236903,0,Y,Y,198000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
452671,0,N,Y,59701.5,1,1,1,1,0,0,,,,,,
247800,0,N,Y,203760.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,2.0
264494,0,Y,Y,532494.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
427101,0,N,Y,859500.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,3.0
260849,0,N,Y,693000.0,1,1,0,1,0,0,,,,,,
285624,0,Y,Y,1113840.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
184828,0,N,Y,269550.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0
130121,0,N,N,157500.0,1,1,1,1,0,0,,,,,,
270275,0,Y,Y,270000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
262781,0,Y,Y,364896.0,1,1,1,1,0,0,,,,,,
232121,0,N,Y,508495.5,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,2.0
412319,0,N,Y,58500.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
274246,0,N,Y,320521.5,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2.0,1.0
154718,0,N,N,593010.0,1,1,0,1,0,0,,,,,,
447319,0,N,N,553806.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
214466,0,Y,Y,521280.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
228390,0,Y,N,1350000.0,1,1,1,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0
364487,0,N,Y,545040.0,1,1,1,1,0,0,,,,,,
406561,0,Y,Y,405000.0,1,1,0,1,0,1,,,,,,
317299,0,N,Y,1107612.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0
380182,0,N,N,862560.0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,2.0
114243,0,N,N,225000.0,1,0,0,1,1,0,,,,,,
307757,0,N,N,348826.5,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0
313273,0,N,Y,468733.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
322569,0,N,Y,521280.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
392819,0,N,N,167076.0,1,1,0,1,0,0,,,,,,
116267,1,N,Y,345510.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,2.0
408670,0,N,Y,135000.0,1,1,1,1,0,0,,,,,,
271690,0,N,Y,360000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,2.0
124538,0,Y,Y,1042560.0,1,1,1,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0
280059,0,N,Y,143910.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0
249819,0,N,Y,307944.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0
399339,0,N,Y,1724220.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0
436988,0,N,Y,180000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
220630,0,Y,Y,254700.0,1,1,0,1,0,0,0.0,0.0,0.0,5.0,1.0,0.0
238935,0,Y,Y,225000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
177966,0,Y,N,900000.0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,2.0
233394,0,Y,Y,835380.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112994,0,Y,Y,450000.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
283399,0,N,Y,189621.0,1,0,0,1,0,0,,,,,,
169715,0,N,Y,148365.0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0
331622,0,N,N,497520.0,1,1,0,1,0,0,,,,,,
115651,0,N,Y,284400.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
413795,1,N,Y,1315953.0,1,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,2.0
381512,0,N,N,545040.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
247998,0,Y,Y,225000.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0
450521,0,N,Y,526491.0,1,0,0,1,1,0,0.0,0.0,0.0,2.0,3.0,4.0
190630,0,N,Y,696150.0,1,1,0,1,0,0,,,,,,
453174,0,Y,Y,630000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4.0
444608,0,Y,Y,1317357.0,1,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0
408817,0,Y,N,816660.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
208508,0,Y,Y,585000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
235285,0,N,Y,239850.0,1,1,0,1,0,0,,,,,,
181223,0,N,Y,227520.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,7.0
146254,0,Y,Y,536917.5,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
190391,0,Y,N,490495.5,1,1,0,1,1,0,0.0,0.0,0.0,0.0,4.0,7.0
188374,0,Y,N,679500.0,1,1,1,1,0,0,,,,,,
335266,0,N,Y,1762110.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
230468,0,N,Y,1056447.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
134158,0,Y,Y,593010.0,1,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,2.0
233626,0,N,Y,495000.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,6.0
393561,0,N,Y,450000.0,1,1,1,1,1,0,,,,,,
360592,0,N,Y,1125000.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
238042,0,N,Y,98910.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
234074,0,N,Y,270000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
221740,0,N,Y,315000.0,1,1,0,1,1,0,,,,,,
300351,0,N,Y,254700.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
440690,1,N,Y,640080.0,1,1,0,1,0,0,,,,,,
403294,0,N,Y,1078200.0,1,1,0,1,0,0,,,,,,
179636,0,Y,Y,456273.0,1,1,0,1,0,0,,,,,,
111265,0,N,N,270000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
353073,1,N,Y,808650.0,1,1,0,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0
423590,0,N,Y,254700.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
444382,0,Y,Y,675000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
331837,0,Y,Y,1044000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,4.0,0.0
426107,0,N,Y,834048.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
141645,0,N,Y,314100.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0
246288,0,N,Y,1206144.0,1,1,0,1,0,0,,,,,,
428880,0,N,N,983160.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
257220,0,N,N,270000.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
234298,0,N,Y,170640.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
238323,0,N,N,675000.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
234495,1,Y,Y,573628.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,4.0
283871,0,Y,Y,284400.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0
192741,1,Y,Y,450000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,2.0
385382,0,Y,N,180000.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,2.0,6.0
114181,0,N,Y,835605.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310182,1,Y,Y,450000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
306563,0,N,Y,630747.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,3.0
140746,0,Y,Y,1327855.5,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0
238041,0,N,Y,254700.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,3.0,4.0
111217,0,N,Y,545040.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
413572,0,N,N,590337.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
196778,0,Y,Y,1687266.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
226999,0,Y,N,531706.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
176884,0,Y,Y,900000.0,1,0,0,1,0,0,,,,,,
393718,0,Y,Y,592560.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
172092,0,N,Y,254700.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0
341627,0,N,Y,445500.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0
150831,0,Y,N,971280.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,3.0
126952,0,Y,Y,1223010.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
257426,0,N,N,450000.0,1,1,0,1,1,0,,,,,,
359162,0,Y,Y,270000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
268308,0,N,Y,1288350.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
344545,0,N,Y,450000.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,4.0
174361,0,N,Y,585000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0
246551,0,Y,Y,900000.0,1,1,0,1,0,0,,,,,,
280064,0,N,N,189621.0,1,1,1,1,0,0,0.0,0.0,0.0,1.0,0.0,9.0
372880,0,N,Y,848745.0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,3.0
446420,0,N,Y,788472.0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0
443438,0,N,N,227520.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0
108141,0,N,Y,270000.0,1,1,0,1,0,0,,,,,,
450787,0,N,Y,2025000.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
420181,0,N,Y,337500.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
126245,0,Y,Y,180000.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,2.0
455933,0,N,N,1078200.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
165279,0,N,Y,199467.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
248566,1,N,Y,1155226.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,9.0
242971,0,N,N,381528.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
324006,0,Y,Y,835506.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,5.0
453491,0,Y,Y,292500.0,1,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,2.0
297141,0,Y,Y,646920.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126368,0,N,Y,667237.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
268295,0,N,N,202500.0,1,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0
196631,0,N,Y,417024.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
313895,0,Y,Y,266832.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,5.0
364136,0,N,Y,814041.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,5.0
352268,0,Y,N,253737.0,1,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0
271632,0,N,Y,796396.5,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,2.0
358997,0,N,N,760225.5,1,1,0,1,0,0,,,,,,
403577,0,N,Y,544491.0,1,1,0,1,0,0,0.0,0.0,0.0,6.0,0.0,0.0
115090,0,N,Y,135000.0,1,1,0,1,0,1,,,,,,
108516,0,N,N,450000.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0
455717,0,Y,Y,175500.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0
367320,0,Y,Y,290088.0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,5.0
371969,0,Y,N,180000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
120830,0,Y,N,900000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260775,0,Y,Y,180000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111546,0,N,N,270000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,2.0
275055,0,N,Y,315000.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
258144,0,Y,Y,509400.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
303236,0,N,N,276277.5,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0
158745,1,N,N,260640.0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,2.0,3.0
311957,0,N,N,1546020.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0
132721,0,N,Y,544491.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,3.0
319541,1,N,Y,729792.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
251724,0,N,N,675000.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
100272,0,N,Y,180000.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,2.0
236423,0,Y,N,112500.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190992,0,Y,Y,990000.0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,3.0
168215,0,N,Y,312768.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,5.0
359608,0,N,N,258709.5,1,1,0,1,0,0,,,,,,
153319,0,N,N,314055.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0
267990,1,Y,Y,608076.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
261144,0,N,Y,808650.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
193085,0,N,N,315000.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,3.0
381210,0,N,Y,119925.0,1,1,0,1,0,0,,,,,,
304695,0,N,Y,328405.5,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,6.0
260299,0,N,Y,158301.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0
105525,0,N,N,675000.0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,3.0
105813,0,N,Y,450000.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,4.0
377484,0,N,Y,675000.0,1,0,0,1,0,0,0.0,0.0,1.0,2.0,0.0,2.0
286098,0,N,Y,900000.0,1,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,2.0
426434,0,Y,Y,900000.0,1,1,1,1,0,0,,,,,,
305968,0,Y,Y,1125000.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0
317456,0,N,N,601470.0,1,1,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
288393,0,N,Y,497520.0,1,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,4.0
221727,0,N,N,382500.0,1,1,0,1,0,0,0.0,0.0,0.0,3.0,1.0,2.0
105057,0,N,N,197820.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
212944,0,N,Y,824823.0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
